# Species	Genes	Alg.-Conn.	Arkhipov1_protein.faa	Arkhipov2_protein.faa	Arkhipov3_protein.faa	Arkhipov4_protein.faa	Arkhipov5_protein.faa
2	2	1	*	XP_013432809.1	*	XP_013332712.1	*
2	2	1	*	XP_013435722.1	*	XP_013333212.1	*
3	3	0.483	*	XP_013433050.1	XP_013249013.1	XP_013334609.1	*
3	3	0.656	CDI87436.1	XP_013436438.1	*	XP_013338491.1	*
2	2	1	*	XP_013435721.1	*	XP_013333213.1	*
4	4	0.756	CDI87442.1	XP_013436601.1	XP_013246656.1	XP_013333976.1	*
2	2	1	*	XP_013440903.1	*	XP_013334566.1	*
2	2	1	CDI87443.1	XP_013436600.1	*	*	*
3	3	0.752	*	XP_013440904.1	XP_013249425.1	XP_013334565.1	*
3	3	0.614	*	XP_013436674.1	XP_013248161.1	XP_013334670.1	*
3	3	0.598	*	XP_013440578.1	XP_013247169.1	XP_013333115.1	*
2	2	1	CDI86950.1	XP_013439389.1	*	*	*
4	4	0.499	CDI86966.1	XP_013438146.1	XP_013247748.1	XP_013334518.1	*
4	4	0.272	CDI86978.1	XP_013435634.1	XP_013251481.1	XP_013336429.1	*
3	3	0.387	*	XP_013432771.1	XP_013247420.1	XP_013334707.1	*
3	3	0.543	*	XP_013433307.1	XP_013247607.1	XP_013334700.1	*
4	4	0.414	CDI86994.1	XP_013436839.1	XP_013250660.1	XP_013334553.1	*
4	4	0.58	CDI87035.1	XP_013432585.1	XP_013249601.1	XP_013336204.1	*
3	3	0.92	*	XP_013437857.1	XP_013251543.1	XP_013334694.1	*
3	3	0.969	*	XP_013440580.1	XP_013247167.1	XP_013333116.1	*
2	2	1	*	XP_013439749.1	*	XP_013332777.1	*
4	4	0.748	CDI87036.1	XP_013432586.1	XP_013249600.1	XP_013336203.1	*
4	4	0.866	CDI87052.1	XP_013437081.1	XP_013246764.1	XP_013337300.1	*
3	3	0.874	*	XP_013437856.1	XP_013251544.1	XP_013334693.1	*
3	3	0.392	*	XP_013432937.1	XP_013250754.1	XP_013334621.1	*
3	3	0.729	CDI87060.1	XP_013439419.1	XP_013251783.1	*	*
4	4	0.863	CDI87134.1	XP_013432519.1	XP_013247468.1	XP_013335948.1	*
2	2	1	*	XP_013436675.1	*	XP_013334669.1	*
2	2	1	*	XP_013437121.1	*	XP_013332769.1	*
3	3	0.742	CDI87135.1	XP_013432521.1	*	XP_013335949.1	*
4	4	0.436	CDI87160.1	XP_013434485.1	XP_013252860.1	XP_013336315.1	*
2	2	1	CDI87166.1	XP_013440576.1	*	*	*
2	2	1	CDI87195.1	XP_013436575.1	*	*	*
3	3	0.489	*	XP_013436572.1	XP_013246509.1	XP_013332760.1	*
2	2	1	CDI87257.1	XP_013436247.1	*	*	*
3	3	0.733	*	XP_013439433.1	XP_013252009.1	XP_013333145.1	*
4	4	0.738	CDI87289.1	XP_013434682.1	XP_013250362.1	XP_013337502.1	*
4	4	0.532	CDI87290.1	XP_013435696.1	XP_013250361.1	XP_013337503.1	*
2	2	1	CDI87472.1	XP_013439850.1	*	*	*
3	3	0.521	CDI86857.1	*	XP_013246680.1	XP_013335748.1	*
3	3	0.91	*	XP_013440897.1	XP_013250378.1	XP_013334436.1	*
2	2	1	CDI87875.1	XP_013440329.1	*	*	*
2	2	1	*	XP_013433271.1	*	XP_013333254.1	*
2	2	1	*	XP_013440676.1	*	XP_013332629.1	*
3	3	0.587	CDI87895.1	XP_013438519.1	*	XP_013333542.1	*
3	3	0.761	CDI87907.1	XP_013437825.1	XP_013252528.1	*	*
2	2	1	CDI87932.1	XP_013439600.1	*	*	*
3	3	0.838	CDI87956.1	XP_013439487.1	*	XP_013338432.1	*
3	3	0.598	CDI85138.1	*	XP_013246508.1	XP_013333562.1	*
2	2	1	CDI81769.1	*	XP_013246518.1	*	*
2	2	1	CDI84716.1	*	XP_013246524.1	*	*
3	3	0.768	CDI84713.1	*	XP_013246527.1	XP_013336293.1	*
2	2	1	CDI85370.1	*	XP_013246579.1	*	*
3	3	0.953	*	XP_013433468.1	XP_013246796.1	XP_013332623.1	*
3	3	0.807	CDI74719.1	*	XP_013246622.1	XP_013337262.1	*
4	4	0.421	CDI87812.1	XP_013433056.1	XP_013248595.1	XP_013336730.1	*
3	3	0.675	*	XP_013440035.1	XP_013253353.1	XP_013334426.1	*
2	2	1	CDI82546.1	*	XP_013246691.1	*	*
3	3	0.678	CDI87193.1	*	XP_013246719.1	XP_013335103.1	*
2	2	1	CDI87197.1	*	XP_013246721.1	*	*
3	3	0.779	*	XP_013435322.1	XP_013248346.1	XP_013333255.1	*
3	3	0.847	*	XP_013434383.1	XP_013247831.1	XP_013334384.1	*
3	3	0.699	CDI81121.1	*	XP_013246751.1	XP_013336727.1	*
3	3	0.85	CDI87580.1	*	XP_013246755.1	XP_013336788.1	*
3	3	0.793	*	XP_013437712.1	XP_013248071.1	XP_013334381.1	*
3	3	0.775	*	XP_013439589.1	XP_013250952.1	XP_013334380.1	*
3	3	0.791	*	XP_013433469.1	XP_013247853.1	XP_013332622.1	*
2	2	1	*	XP_013437268.1	*	XP_013334377.1	*
3	3	0.53	*	XP_013440913.1	XP_013251875.1	XP_013334368.1	*
3	3	0.848	*	XP_013439362.1	XP_013252675.1	XP_013332606.1	*
2	2	1	CDI87593.1	XP_013434411.1	*	*	*
3	3	0.853	*	XP_013439420.1	XP_013251934.1	XP_013334736.1	*
4	4	0.654	CDI87473.1	XP_013434343.1	XP_013248988.1	XP_013335029.1	*
2	2	1	*	XP_013437764.1	*	XP_013332704.1	*
3	3	0.679	*	XP_013436677.1	XP_013248162.1	XP_013334559.1	*
2	2	1	*	XP_013432633.1	*	XP_013332701.1	*
3	3	0.871	*	XP_013436544.1	XP_013250018.1	XP_013333236.1	*
3	3	0.842	*	XP_013439633.1	XP_013252719.1	XP_013334541.1	*
4	4	0.948	CDI87504.1	XP_013439260.1	XP_013253217.1	XP_013335077.1	*
4	4	0.784	CDI87533.1	XP_013436683.1	XP_013246522.1	XP_013336287.1	*
4	4	0.424	CDI87556.1	XP_013433661.1	XP_013247243.1	XP_013334784.1	*
3	3	0.652	*	XP_013433594.1	XP_013251567.1	XP_013332699.1	*
3	3	0.987	*	XP_013439650.1	XP_013247620.1	XP_013334514.1	*
3	3	0.914	*	XP_013436972.1	XP_013250465.1	XP_013333250.1	*
4	4	0.823	CDI87558.1	XP_013437387.1	XP_013253107.1	XP_013336821.1	*
4	4	0.743	CDI87444.1	XP_013436599.1	XP_013246655.1	XP_013333977.1	*
3	3	0.776	*	XP_013437650.1	XP_013247083.1	XP_013334511.1	*
3	3	0.578	*	XP_013434617.1	XP_013249915.1	XP_013332635.1	*
3	3	0.745	CDI87597.1	XP_013434407.1	XP_013248974.1	*	*
3	3	0.911	*	XP_013438502.1	XP_013252304.1	XP_013334506.1	*
3	3	0.677	*	XP_013436645.1	XP_013253240.1	XP_013334501.1	*
4	4	0.296	CDI87609.1	XP_013436655.1	XP_013250008.1	XP_013333754.1	*
4	4	0.521	CDI87740.1	XP_013438488.1	XP_013249160.1	XP_013334946.1	*
2	2	1	CDI87749.1	XP_013441051.1	*	*	*
3	3	0.581	*	XP_013439953.1	XP_013252575.1	XP_013334481.1	*
2	2	1	*	XP_013433272.1	*	XP_013333253.1	*
4	4	0.317	CDI87753.1	XP_013439575.1	XP_013249490.1	XP_013337243.1	*
4	4	0.89	CDI87758.1	XP_013435939.1	XP_013247442.1	XP_013335518.1	*
2	2	1	CDI87789.1	XP_013432865.1	*	*	*
3	3	0.944	*	XP_013437896.1	XP_013250381.1	XP_013334440.1	*
3	3	0.813	*	XP_013440472.1	XP_013252326.1	XP_013334995.1	*
3	3	0.594	*	XP_013439724.1	XP_013251550.1	XP_013332897.1	*
3	3	0.802	*	XP_013438879.1	XP_013251551.1	XP_013332896.1	*
3	3	0.775	*	XP_013440237.1	XP_013247736.1	XP_013335018.1	*
3	3	0.771	CDI85567.1	XP_013432775.1	XP_013247424.1	*	*
4	4	0.759	CDI85592.1	XP_013434692.1	XP_013249851.1	XP_013335827.1	*
2	2	1	*	XP_013436306.1	*	XP_013332996.1	*
3	3	0.886	*	XP_013433647.1	XP_013252394.1	XP_013335003.1	*
3	3	0.801	*	XP_013436836.1	XP_013251060.1	XP_013335000.1	*
4	4	0.535	CDI85613.1	XP_013439706.1	XP_013250097.1	XP_013336850.1	*
2	2	1	*	XP_013437281.1	*	XP_013332999.1	*
3	3	0.512	CDI85631.1	XP_013436459.1	XP_013252341.1	*	*
4	4	0.424	CDI85665.1	XP_013439158.1	XP_013248935.1	XP_013335245.1	*
2	2	1	*	XP_013434439.1	*	XP_013332889.1	*
4	4	0.853	CDI85708.1	XP_013439813.1	XP_013249972.1	XP_013335832.1	*
4	4	0.284	CDI85506.1	XP_013439341.1	XP_013252727.1	XP_013332870.1	*
4	4	0.344	CDI85845.1	XP_013434450.1	XP_013253121.1	XP_013336600.1	*
2	2	1	*	XP_013434858.1	*	XP_013333018.1	*
4	4	0.753	CDI85862.1	XP_013434559.1	XP_013246554.1	XP_013334910.1	*
2	2	1	CDI85877.1	XP_013433529.1	*	*	*
2	2	1	*	XP_013434857.1	*	XP_013333019.1	*
4	4	0.596	CDI85921.1	XP_013439069.1	XP_013253069.1	XP_013334205.1	*
3	3	0.744	*	XP_013438329.1	XP_013247311.1	XP_013332875.1	*
3	3	0.81	*	XP_013432939.1	XP_013247465.1	XP_013334981.1	*
2	2	1	CDI86003.1	XP_013435717.1	*	*	*
3	3	0.859	*	XP_013436377.1	XP_013252311.1	XP_013334967.1	*
4	4	0.608	CDI86007.1	XP_013438392.1	XP_013249606.1	XP_013334131.1	*
3	3	0.65	CDI86020.1	XP_013437711.1	XP_013248877.1	*	*
3	3	0.493	*	XP_013434054.1	XP_013250030.1	XP_013334951.1	*
3	3	0.817	CDI86022.1	XP_013433160.1	XP_013246820.1	*	*
3	3	0.386	*	XP_013440240.1	XP_013247060.1	XP_013335022.1	*
4	4	0.806	CDI84982.1	XP_013438805.1	XP_013251538.1	XP_013335435.1	*
2	2	1	*	*	*	XP_013337338.1	XP_013356505.1
2	2	1	*	XP_013438086.1	*	XP_013332969.1	*
4	4	0.68	CDI84985.1	XP_013438802.1	XP_013251535.1	XP_013335438.1	*
2	2	1	*	XP_013435369.1	*	XP_013335038.1	*
4	4	0.627	CDI84986.1	XP_013438799.1	XP_013250680.1	XP_013333201.1	*
4	4	0.689	CDI85002.1	XP_013440413.1	XP_013252291.1	XP_013337394.1	*
4	4	0.531	CDI85049.1	XP_013436835.1	XP_013251059.1	XP_013334999.1	*
4	4	0.734	CDI85063.1	XP_013437695.1	XP_013246936.1	XP_013334828.1	*
2	2	1	*	XP_013440243.1	*	XP_013335024.1	*
4	4	0.337	CDI85098.1	XP_013432864.1	XP_013251448.1	XP_013333344.1	*
4	4	0.659	CDI85158.1	XP_013437762.1	XP_013251169.1	XP_013333559.1	*
4	4	0.455	CDI85190.1	XP_013432772.1	XP_013247421.1	XP_013334787.1	*
3	3	0.663	*	XP_013436565.1	XP_013252480.1	XP_013332973.1	*
3	3	0.512	CDI86062.1	XP_013434418.1	XP_013246610.1	*	*
3	3	0.65	*	XP_013435750.1	XP_013249059.1	XP_013332979.1	*
2	2	1	*	XP_013436577.1	*	XP_013332937.1	*
4	4	0.499	CDI85231.1	XP_013439497.1	XP_013249624.1	XP_013334855.1	*
4	4	0.813	CDI85291.1	XP_013438484.1	XP_013249156.1	XP_013334942.1	*
3	3	0.61	*	XP_013437747.1	XP_013248424.1	XP_013332921.1	*
3	3	0.374	CDI85310.1	XP_013433771.1	XP_013250828.1	*	*
3	3	0.875	CDI85319.1	XP_013438040.1	*	XP_013332886.1	*
4	4	0.629	CDI85341.1	XP_013438193.1	XP_013248318.1	XP_013332980.1	*
4	4	0.412	CDI85353.1	XP_013433142.1	XP_013246998.1	XP_013338277.1	*
3	3	0.834	*	XP_013437996.1	XP_013250749.1	XP_013332903.1	*
3	3	0.786	*	XP_013440354.1	XP_013246627.1	XP_013332986.1	*
4	4	0.899	CDI85400.1	XP_013434833.1	XP_013248421.1	XP_013334332.1	*
4	4	0.702	CDI85452.1	XP_013439427.1	XP_013251423.1	XP_013337346.1	*
4	4	0.778	CDI85460.1	XP_013437962.1	XP_013251995.1	XP_013334044.1	*
3	3	0.967	CDI86675.1	XP_013438815.1	*	XP_013333466.1	*
3	3	0.4	*	XP_013437476.1	XP_013252390.1	XP_013332811.1	*
2	2	1	CDI86553.1	XP_013440061.1	*	*	*
3	3	0.849	*	XP_013437432.1	XP_013247500.1	XP_013334804.1	*
4	4	0.871	CDI86594.1	XP_013438115.1	XP_013251803.1	XP_013337052.1	*
3	3	0.842	*	XP_013433540.1	XP_013247570.1	XP_013334781.1	*
3	3	0.528	*	XP_013435839.1	XP_013251319.1	XP_013333069.1	*
4	4	0.931	CDI86595.1	XP_013438117.1	XP_013251801.1	XP_013337879.1	*
2	2	1	CDI86600.1	XP_013435806.1	*	*	*
2	2	1	CDI86614.1	XP_013439756.1	*	*	*
3	3	0.517	*	XP_013439529.1	XP_013247032.1	XP_013334778.1	*
4	4	0.89	CDI86673.1	XP_013438817.1	XP_013252114.1	XP_013333464.1	*
3	3	0.49	*	XP_013439528.1	XP_013247033.1	XP_013334777.1	*
4	4	0.877	CDI86674.1	XP_013438816.1	XP_013252113.1	XP_013333465.1	*
3	3	0.42	*	XP_013439502.1	XP_013252527.1	XP_013332795.1	*
4	4	0.56	CDI86535.1	XP_013435105.1	XP_013251174.1	XP_013335353.1	*
2	2	1	CDI86691.1	XP_013432749.1	*	*	*
3	3	0.865	CDI86754.1	XP_013435122.1	XP_013247233.1	*	*
3	3	0.834	CDI86764.1	XP_013433465.1	XP_013247882.1	*	*
4	4	0.582	CDI86765.1	XP_013433466.1	XP_013246794.1	XP_013332625.1	*
4	4	0.773	CDI86766.1	XP_013433467.1	XP_013246795.1	XP_013332624.1	*
3	3	0.771	CDI86767.1	XP_013433470.1	*	XP_013332621.1	*
2	2	1	*	XP_013439968.1	*	XP_013334744.1	*
4	4	0.565	CDI86809.1	XP_013440251.1	XP_013247219.1	XP_013333378.1	*
2	2	1	*	XP_013439161.1	*	XP_013334738.1	*
4	4	0.491	CDI86812.1	XP_013435124.1	XP_013247231.1	XP_013333376.1	*
3	3	0.916	CDI86826.1	XP_013437033.1	*	XP_013338054.1	*
4	4	0.575	CDI86919.1	XP_013436583.1	XP_013250132.1	XP_013334949.1	*
3	3	0.867	*	XP_013437331.1	XP_013247870.1	XP_013332782.1	*
2	2	1	CDI86837.1	*	XP_013246785.1	*	*
3	3	0.933	*	XP_013438559.1	XP_013249235.1	XP_013332821.1	*
3	3	0.723	*	XP_013436581.1	XP_013250133.1	XP_013334927.1	*
3	3	0.697	*	XP_013435566.1	XP_013247343.1	XP_013334924.1	*
3	3	0.518	CDI86080.1	XP_013437220.1	*	XP_013338411.1	*
3	3	0.971	*	XP_013435567.1	XP_013247342.1	XP_013334923.1	*
3	3	0.962	*	XP_013436882.1	XP_013252363.1	XP_013333022.1	*
3	3	0.705	*	XP_013439617.1	XP_013249861.1	XP_013334913.1	*
3	3	0.804	CDI86087.1	XP_013433432.1	XP_013247778.1	*	*
2	2	1	*	XP_013439339.1	*	XP_013332869.1	*
3	3	0.744	*	XP_013435663.1	XP_013248188.1	XP_013332867.1	*
3	3	0.569	*	XP_013434461.1	XP_013253133.1	XP_013334898.1	*
4	4	0.907	CDI86162.1	XP_013435800.1	XP_013247300.1	XP_013334931.1	*
2	2	1	CDI86223.1	XP_013439929.1	*	*	*
2	2	1	*	XP_013437645.1	*	XP_013332852.1	*
3	3	0.439	*	XP_013439494.1	XP_013246737.1	XP_013334858.1	*
3	3	0.912	CDI86929.1	XP_013433095.1	*	XP_013333380.1	*
3	3	0.76	*	XP_013438793.1	XP_013250688.1	XP_013334851.1	*
3	3	0.757	CDI86225.1	XP_013440828.1	XP_013252960.1	*	*
3	3	0.793	CDI86245.1	XP_013432741.1	*	XP_013333814.1	*
3	3	0.824	*	XP_013434260.1	XP_013252226.1	XP_013333029.1	*
2	2	1	*	XP_013436547.1	*	XP_013334848.1	*
3	3	0.843	*	XP_013437703.1	XP_013252186.1	XP_013334831.1	*
2	2	1	*	XP_013438567.1	*	XP_013332814.1	*
4	4	0.932	CDI86324.1	XP_013432819.1	XP_013250261.1	XP_013334602.1	*
3	3	0.709	*	XP_013436389.1	XP_013252471.1	XP_013334812.1	*
4	4	0.358	CDI86430.1	XP_013440982.1	XP_013249484.1	XP_013333864.1	*
4	4	0.837	CDI86494.1	XP_013439916.1	XP_013250490.1	XP_013336461.1	*
3	3	0.978	*	XP_013440080.1	XP_013249516.1	XP_013333039.1	*
3	3	0.795	*	XP_013438239.1	XP_013247587.1	XP_013333045.1	*
2	2	1	CDI86515.1	XP_013438672.1	*	*	*
3	3	0.735	CDI81176.1	*	XP_013249975.1	XP_013335717.1	*
3	3	0.723	*	XP_013439301.1	XP_013246846.1	XP_013333437.1	*
3	3	0.906	*	XP_013437142.1	XP_013246747.1	XP_013333908.1	*
2	2	1	*	XP_013437143.1	*	XP_013333907.1	*
3	3	0.98	*	XP_013437919.1	XP_013251408.1	XP_013333890.1	*
3	3	0.76	*	XP_013433606.1	XP_013251412.1	XP_013333886.1	*
3	3	0.572	CDI84197.1	*	XP_013252229.1	XP_013333025.1	*
3	3	0.619	CDI73861.1	*	XP_013252076.1	XP_013337087.1	*
2	2	1	*	XP_013437073.1	*	XP_013333499.1	*
2	2	1	*	XP_013439792.1	*	XP_013333842.1	*
3	3	0.632	CDI74401.1	*	XP_013249890.1	XP_013336901.1	*
2	2	1	CDI74402.1	*	XP_013249892.1	*	*
3	3	0.407	*	XP_013432732.1	XP_013252099.1	XP_013333821.1	*
3	3	0.707	*	XP_013432734.1	XP_013252097.1	XP_013333819.1	*
2	2	1	CDI84397.1	*	XP_013249904.1	*	*
2	2	1	CDI84398.1	*	XP_013249905.1	*	*
2	2	1	CDI76447.1	*	XP_013249766.1	*	*
3	3	0.725	CDI75841.1	*	XP_013249999.1	XP_013334120.1	*
2	2	1	CDI85594.1	*	XP_013250021.1	*	*
2	2	1	CDI74424.1	*	XP_013252037.1	*	*
3	3	0.768	CDI87349.1	*	XP_013250037.1	XP_013337734.1	*
2	2	1	*	XP_013434952.1	*	XP_013333807.1	*
2	2	1	CDI74175.1	*	XP_013250050.1	*	*
2	2	1	*	XP_013434555.1	*	XP_013333505.1	*
3	3	0.827	CDI87774.1	*	XP_013250084.1	XP_013336469.1	*
3	3	0.715	CDI85009.1	*	XP_013252017.1	XP_013333160.1	*
2	2	1	CDI80178.1	*	XP_013250147.1	*	*
3	3	0.767	*	XP_013435526.1	XP_013249888.1	XP_013333783.1	*
3	3	0.548	*	XP_013435528.1	XP_013249108.1	XP_013333782.1	*
2	2	1	*	XP_013435527.1	*	XP_013333529.1	*
3	3	0.615	CDI83290.1	*	XP_013250193.1	XP_013333226.1	*
2	2	1	CDI87715.1	*	XP_013252370.1	*	*
2	2	1	CDI75714.1	*	XP_013249045.1	*	*
3	3	0.253	CDI87328.1	*	XP_013249090.1	XP_013337653.1	*
2	2	1	CDI87295.1	*	XP_013249146.1	*	*
3	3	0.869	*	XP_013437533.1	XP_013246801.1	XP_013333415.1	*
3	3	0.729	*	XP_013435492.1	XP_013250535.1	XP_013334024.1	*
3	3	0.877	CDI74842.1	*	XP_013252461.1	XP_013333511.1	*
2	2	1	CDI79913.1	*	XP_013249176.1	*	*
3	3	0.731	CDI83023.1	*	XP_013249209.1	XP_013337773.1	*
3	3	0.882	CDI73703.1	*	XP_013249212.1	XP_013333331.1	*
3	3	0.497	*	XP_013436594.1	XP_013246652.1	XP_013333982.1	*
3	3	0.573	*	XP_013436597.1	XP_013246653.1	XP_013333979.1	*
3	3	0.747	CDI78676.1	*	XP_013249397.1	XP_013332924.1	*
3	3	0.938	CDI75954.1	*	XP_013249407.1	XP_013337006.1	*
2	2	1	CDI75008.1	*	XP_013249414.1	*	*
3	3	0.849	CDI73951.1	*	XP_013250199.1	XP_013335177.1	*
2	2	1	CDI84484.1	*	XP_013252329.1	*	*
3	3	0.826	*	XP_013437601.1	XP_013249532.1	XP_013333973.1	*
2	2	1	CDI86712.1	*	XP_013249456.1	*	*
3	3	0.469	CDI85076.1	*	XP_013252309.1	XP_013337470.1	*
3	3	0.829	*	XP_013437600.1	XP_013249531.1	XP_013333972.1	*
3	3	0.784	*	XP_013432940.1	XP_013247464.1	XP_013333960.1	*
3	3	0.587	*	XP_013438427.1	XP_013251094.1	XP_013333939.1	*
3	3	0.464	CDI76008.1	*	XP_013249492.1	XP_013335487.1	*
2	2	1	CDI85977.1	*	XP_013249668.1	*	*
3	3	0.228	CDI85074.1	*	XP_013252306.1	XP_013337471.1	*
3	3	0.836	*	XP_013434938.1	XP_013247221.1	XP_013333435.1	*
2	2	1	CDI83572.1	*	XP_013252237.1	*	*
3	3	0.897	*	XP_013439292.1	XP_013251305.1	XP_013333916.1	*
2	2	1	CDI86800.1	*	XP_013249726.1	*	*
2	2	1	*	XP_013432669.1	*	XP_013333608.1	*
3	3	0.616	CDI75997.1	*	XP_013251048.1	XP_013337687.1	*
3	3	0.896	*	XP_013435120.1	XP_013247821.1	XP_013333725.1	*
3	3	0.953	CDI74132.1	*	XP_013251685.1	XP_013333224.1	*
2	2	1	CDI75545.1	*	XP_013251663.1	*	*
3	3	0.534	CDI74285.1	*	XP_013251087.1	XP_013336801.1	*
3	3	0.658	*	XP_013434148.1	XP_013250471.1	XP_013333717.1	*
3	3	0.538	*	XP_013434149.1	XP_013250470.1	XP_013333716.1	*
3	3	0.934	*	XP_013434151.1	XP_013251239.1	XP_013333713.1	*
3	3	0.569	*	XP_013434153.1	XP_013251238.1	XP_013333695.1	*
3	3	0.874	CDI84711.1	*	XP_013251626.1	XP_013334328.1	*
3	3	0.787	CDI84707.1	*	XP_013251621.1	XP_013334324.1	*
2	2	1	CDI78865.1	*	XP_013251120.1	*	*
3	3	0.736	CDI76921.1	*	XP_013251131.1	XP_013334871.1	*
3	3	0.367	*	XP_013439569.1	XP_013251309.1	XP_013333682.1	*
3	3	0.925	CDI84970.1	*	XP_013251038.1	XP_013337813.1	*
3	3	0.847	CDI77544.1	*	XP_013251507.1	XP_013336869.1	*
3	3	0.676	*	XP_013435919.1	XP_013249814.1	XP_013333662.1	*
3	3	0.929	*	XP_013433903.1	XP_013252322.1	XP_013333661.1	*
3	3	0.791	CDI85160.1	*	XP_013251167.1	XP_013333557.1	*
2	2	1	CDI74013.1	*	XP_013251355.1	*	*
3	3	0.641	*	XP_013436934.1	XP_013249611.1	XP_013333633.1	*
3	3	0.783	CDI86536.1	*	XP_013251175.1	XP_013335354.1	*
3	3	0.867	*	XP_013436156.1	XP_013249647.1	XP_013333627.1	*
2	2	1	CDI87719.1	*	XP_013251230.1	*	*
3	3	0.969	*	XP_013437259.1	XP_013251486.1	XP_013333615.1	*
3	3	0.589	*	XP_013437260.1	XP_013251487.1	XP_013333614.1	*
2	2	1	*	XP_013437261.1	*	XP_013333613.1	*
3	3	0.748	CDI75160.1	*	XP_013251332.1	XP_013337591.1	*
2	2	1	CDI75084.1	*	XP_013251286.1	*	*
3	3	0.957	*	XP_013437671.1	XP_013251118.1	XP_013333554.1	*
2	2	1	CDI75087.1	*	XP_013250227.1	*	*
2	2	1	CDI75140.1	*	XP_013250336.1	*	*
3	3	0.716	*	XP_013435532.1	XP_013251667.1	XP_013333779.1	*
3	3	0.726	*	XP_013440765.1	XP_013249331.1	XP_013333537.1	*
3	3	0.856	CDI75533.1	*	XP_013250461.1	XP_013333243.1	*
3	3	0.697	*	XP_013438701.1	XP_013248945.1	XP_013333543.1	*
3	3	0.791	*	XP_013437130.1	XP_013250890.1	XP_013333550.1	*
3	3	0.774	CDI75534.1	*	XP_013250462.1	XP_013333244.1	*
3	3	0.234	CDI78926.1	*	XP_013251922.1	XP_013337988.1	*
2	2	1	CDI79515.1	*	XP_013250475.1	*	*
3	3	0.893	CDI74415.1	*	XP_013250529.1	XP_013334018.1	*
3	3	0.769	*	XP_013437675.1	XP_013251122.1	XP_013333552.1	*
2	2	1	CDI74292.1	*	XP_013250550.1	*	*
3	3	0.663	CDI74011.1	*	XP_013250608.1	XP_013336161.1	*
3	3	0.785	CDI84418.1	*	XP_013249012.1	XP_013334610.1	*
3	3	0.784	CDI80919.1	*	XP_013251846.1	XP_013336734.1	*
2	2	1	CDI85888.1	*	XP_013250724.1	*	*
2	2	1	*	XP_013436656.1	*	XP_013333753.1	*
3	3	0.896	CDI74012.1	*	XP_013250738.1	XP_013337923.1	*
3	3	0.758	*	XP_013438015.1	XP_013247315.1	XP_013333750.1	*
3	3	0.593	*	XP_013437733.1	XP_013251954.1	XP_013333555.1	*
2	2	1	*	XP_013439648.1	*	XP_013333571.1	*
3	3	0.732	CDI80147.1	*	XP_013251758.1	XP_013334860.1	*
2	2	1	CDI85642.1	*	XP_013251735.1	*	*
3	3	0.697	*	XP_013433657.1	XP_013251179.1	XP_013333588.1	*
3	3	0.802	CDI73732.1	*	XP_013250827.1	XP_013337422.1	*
3	3	0.303	CDI87678.1	*	XP_013250927.1	XP_013335954.1	*
2	2	1	CDI82326.1	*	XP_013251015.1	*	*
3	3	0.82	*	XP_013433254.1	XP_013249753.1	XP_013333746.1	*
3	3	0.315	*	XP_013439060.1	XP_013247724.1	XP_013334200.1	*
2	2	1	*	XP_013436109.1	*	XP_013333317.1	*
3	3	0.409	*	XP_013436735.1	XP_013249496.1	XP_013334229.1	*
2	2	1	*	XP_013434729.1	*	XP_013333326.1	*
2	2	1	CDI82898.1	*	XP_013247215.1	*	*
3	3	0.983	CDI81600.1	*	XP_013247217.1	XP_013335207.1	*
3	3	0.906	*	XP_013438090.1	XP_013251795.1	XP_013334227.1	*
3	3	0.841	*	XP_013435305.1	XP_013250154.1	XP_013334216.1	*
3	3	0.901	CDI75983.1	*	XP_013247223.1	XP_013333433.1	*
2	2	1	CDI74704.1	*	XP_013247253.1	*	*
2	2	1	*	XP_013438395.1	*	XP_013334209.1	*
2	2	1	CDI75513.1	*	XP_013252959.1	*	*
2	2	1	*	XP_013440326.1	*	XP_013334201.1	*
2	2	1	CDI81974.1	*	XP_013247318.1	*	*
2	2	1	CDI74396.1	*	XP_013247357.1	*	*
3	3	0.824	CDI79748.1	*	XP_013253076.1	XP_013333740.1	*
3	3	0.668	CDI74398.1	*	XP_013247358.1	XP_013334635.1	*
3	3	0.878	CDI74711.1	*	XP_013252865.1	XP_013335061.1	*
3	3	0.705	*	XP_013440665.1	XP_013250213.1	XP_013334157.1	*
3	3	0.58	*	XP_013437587.1	XP_013248521.1	XP_013333336.1	*
2	2	1	CDI85511.1	*	XP_013247486.1	*	*
3	3	0.778	*	XP_013440667.1	XP_013250211.1	XP_013334155.1	*
2	2	1	CDI76164.1	*	XP_013247501.1	*	*
3	3	0.771	*	XP_013435618.1	XP_013251515.1	XP_013334152.1	*
2	2	1	CDI75211.1	*	XP_013247551.1	*	*
2	2	1	*	XP_013440244.1	*	XP_013333341.1	*
3	3	0.598	*	XP_013434944.1	XP_013251707.1	XP_013333353.1	*
3	3	0.535	CDI87161.1	*	XP_013252861.1	XP_013336314.1	*
2	2	1	CDI84944.1	*	XP_013247623.1	*	*
3	3	0.924	*	XP_013439763.1	XP_013248074.1	XP_013334139.1	*
3	3	0.763	*	XP_013438077.1	XP_013251149.1	XP_013333266.1	*
2	2	1	*	XP_013434337.1	*	XP_013334364.1	*
3	3	0.891	*	XP_013438764.1	XP_013251166.1	XP_013334319.1	*
3	3	0.662	*	XP_013438611.1	XP_013251477.1	XP_013334305.1	*
2	2	1	*	XP_013435318.1	*	XP_013333258.1	*
